* Theory file for EIC NCep 10x100 realistic
&Data 
   Name = "Theory for EIC NCep 10x100 realistic"
   NData =    90
   NColumn =     7
   ColumnType = 6*"Bin","Theory",  0*"Error"
   ColumnName = "x","Q2","y","W","ignore","lumi","theory","norm18x275+","norm18x275-"
   Percent =   0*True
&End 
  0.325000E-02  0.515000E+01  0.396000E+00  0.158100E+04  0.581180E+00  0.790000E+02  0.581601E+00
  0.515000E-02  0.515000E+01  0.250000E+00  0.995700E+03  0.544630E+00  0.790000E+02  0.542339E+00
  0.515000E-02  0.815000E+01  0.396000E+00  0.157800E+04  0.607840E+00  0.790000E+02  0.602467E+00
  0.815000E-02  0.515000E+01  0.158000E+00  0.626700E+03  0.508560E+00  0.790000E+02  0.503483E+00
  0.815000E-02  0.815000E+01  0.250000E+00  0.992700E+03  0.564220E+00  0.790000E+02  0.557201E+00
  0.815000E-02  0.129000E+02  0.396000E+00  0.157300E+04  0.614330E+00  0.790000E+02  0.607467E+00
  0.129000E-01  0.515000E+01  0.995000E-01  0.393800E+03  0.476380E+00  0.790000E+02  0.469269E+00
  0.129000E-01  0.815000E+01  0.158000E+00  0.623700E+03  0.521450E+00  0.790000E+02  0.513293E+00
  0.129000E-01  0.129000E+02  0.250000E+00  0.988000E+03  0.564560E+00  0.790000E+02  0.557331E+00
  0.129000E-01  0.205000E+02  0.396000E+00  0.156500E+04  0.602220E+00  0.790000E+02  0.596781E+00
  0.205000E-01  0.515000E+01  0.628000E-01  0.246900E+03  0.449100E+00  0.790000E+02  0.441730E+00
  0.205000E-01  0.815000E+01  0.995000E-01  0.390800E+03  0.483590E+00  0.790000E+02  0.475867E+00
  0.205000E-01  0.129000E+02  0.158000E+00  0.618900E+03  0.516880E+00  0.790000E+02  0.510362E+00
  0.205000E-01  0.205000E+02  0.250000E+00  0.980400E+03  0.548180E+00  0.790000E+02  0.543634E+00
  0.205000E-01  0.325000E+02  0.396000E+00  0.155300E+04  0.574220E+00  0.790000E+02  0.570828E+00
  0.325000E-01  0.515000E+01  0.396000E-01  0.154200E+03  0.427570E+00  0.790000E+02  0.422392E+00
  0.325000E-01  0.815000E+01  0.628000E-01  0.243900E+03  0.452430E+00  0.790000E+02  0.447173E+00
  0.325000E-01  0.129000E+02  0.995000E-01  0.386100E+03  0.476210E+00  0.790000E+02  0.471959E+00
  0.325000E-01  0.205000E+02  0.158000E+00  0.611400E+03  0.498780E+00  0.790000E+02  0.496110E+00
  0.325000E-01  0.325000E+02  0.250000E+00  0.968400E+03  0.519370E+00  0.790000E+02  0.517645E+00
