 !*  File produced by HERAVerager and OT
 !*  Created on 20140725 - Modified for HERAPDF20_ALPHAS_118 on 6 May 2024 

&Data
  Name = "EIC CCep 18x275 realistic"
  Reaction = "CC e+-p"
  NData =    88
  NColumn =   11
  ColumnType = 6*"Bin",4*"Error","Sigma"
  ColumnName = "x","Q2","y","W","ignore", "lumi", "stat", "uncor","normCC18x275","ignore", "Sigma"

  TermName = 'R'
  TermSource = 'use:hf_scheme_DISCC'
  TermInfo = 'type=signonred:flav=incl:echarge=-1:epolarity=0'
  TheorExpr = 'R'

!  CInfo = "sqrt(S)", "e charge", "reduced", "e polarity"
!  DataInfo =     0.140712E+03,   -0.1000E+01,    0.0000E+00,    0.0000E+00,

  IndexDataset =   3001
  Percent = 172*true
&End
0.0761	400	0.265	4856.0	0.075454	15.4	4.102659891	2	2.5	9.66447179648	0.07792410748394023
0.108	400	0.188	3321.0	0.049835	15.4	4.281036408	2	2.5	-2.5797215947	0.050780257968348244
0.152	400	0.133	2235.0	0.032249	15.4	4.433930566	2	2.5	3.10054069692	0.03111578384203694
0.215	400	0.0942	1466.0	0.019776	15.4	4.867130678	2	2.5	6.17085656276	0.020512915574665534
0.303	400	0.0667	921.0	0.010968	15.4	5.580636746	2	2.5	1.2656447537	0.010320134671574529
0.428	400	0.0472	535.5	0.0046052	15.4	7.568260793	2	2.5	4.20572891924	0.004548567881561342
0.605	400	0.0334	262.5	0.00089796	15.4	13.81143889	2	2.5	-5.02222462952	0.000732656801664661
0.854	400	0.0237	69.28	7.8844e-06	15.4	80.52425625	2	2.5	-155.938341738	6.1607695924938145e-06
0.0539	700	0.656	12290.0	0.090838	15.4	4.663271802	2	2.5	-5.4455006261	0.08237456537632856
0.0761	700	0.465	8498.0	0.064736	15.4	4.7906836	2	2.5	3.55026331689	0.06692502392060931
0.108	700	0.329	5812.0	0.0439	15.4	4.714236521	2	2.5	0.60513711752	0.045537530167833865
0.152	700	0.233	3910.0	0.028772	15.4	4.918095397	2	2.5	8.18173536134	0.02972977748677483
0.215	700	0.165	2564.0	0.017669	15.4	5.147436634	2	2.5	-3.3172478112	0.015667703044294996
0.303	700	0.117	1611.0	0.009717	15.4	6.447036972	2	2.5	0.15065989497	0.01044212662676778
0.428	700	0.0826	936.4	0.0040055	15.4	7.950496186	2	2.5	5.78081371344	0.004164043035199275
0.605	700	0.0585	458.7	0.0007565	15.4	15.51875698	2	2.5	32.5082537453	0.0007215717353712324
0.854	700	0.0414	120.6	6.2123e-06	15.4	80.52425625	2	2.5	59.0378765117	7.298592355545464e-06
0.0761	1000	0.664	12140.0	0.056547	15.4	4.969060117	2	2.5	3.20352540854	0.051864075381796396
