*
*
*
&Data
   Name  = 'LHEC CC ele pp cross section D6: datlhec760ccepp'
   
   IndexDataset = 1006

   Reaction = 'CC e+-p'

 ! Data table definitions:
   NData   =  109
   NColumn =  10   ! 3 bins, 2 ignore  sigma and 4 errors

 ! Layout of the data table columns: 3 bins, cross-section and 116 errors
 ! The following types are predefined: Bin, Sigma, Error and Dummy (case sensitive!)
  ColumnType = 4*'Bin','Sigma', 'Dummy', 4*'Error'

  ColumnName = 'Q2','x', 'y','ignore', 'reduced x-section','ignore', 'stat','uncor', 'ccsys', 'ignore'

 ! options for bins: depends on Reaction type, for NC e+-p these are 'x', 'Q2' and 'y'
 ! options for the errors: 'stat', 'uncor', 'ignore' or different names for correlated uncertainties


 ! Extra information for the x-section calculation:
 !  NInfo    = 4
 !  DataInfo =  1296 ,     -1.  ,  1.     ,   0.0
 !  CInfo    = 'sqrt(S)','e charge','reduced','e polarity'

   TermName = 'R'
   TermSource = 'use:hf_scheme_DISCC'
   TermInfo = 'type=sigred:flav=incl:echarge=-1:epolarity=-0.0'
   TheorExpr = 'R'



   
   Percent  = 21*True

&END
*        Ep        Ee   eCharge      ePol    Lumifb    lhapdf        NC        CC     itarg    erunco 1 0.5
*     7000.       60.       -1.      0.0     1.0     21000         0         1         1      0.70 1 0.5
*
*      q2         x       y  thetaj    sigrCC    nevent   estat   eunco   esyst    etot 
100	8.5E-05	0.70028	7.5	7.97635	56000	4.2	0.5	2	2.1
100	0.0002	0.29762	26.4	8.62402	180000	2.4	0.5	2	2.08
100	0.0005	0.11905	66.6	7.59768	130000	2.8	0.5	2	2.08
100	0.00085	0.07003	97.9	6.63437	46000	4.7	0.5	2	2.11
100	0.002	0.02976	140.1	5.08337	110000	3	0.5	2	2.08
100	0.005	0.0119	163.6	3.70395	62000	4	0.5	2	2.1
100	0.0085	0.007	170.4	3.06521	21000	6.8	0.5	2	2.17
100	0.02	0.00298	175.9	2.24783	50000	4.5	0.5	2	2.11
100	0.05	0.00119	178.4	1.57348	20000	7.1	0.5	2	2.18
200	0.0002	0.59524	14.4	7.60214	350000	1.7	0.5	2	2.07
200	0.0005	0.2381	46.7	7.8071	320000	1.8	0.5	2	2.07
200	0.00085	0.14006	75.9	7.12531	120000	2.8	0.5	2	2.08
200	0.002	0.05952	125	5.59634	310000	1.8	0.5	2	2.07
200	0.005	0.02381	156.9	4.05395	170000	2.4	0.5	2	2.08
200	0.0085	0.01401	166.4	3.31766	58000	4.1	0.5	2	2.1
200	0.02	0.00595	174.2	2.37358	130000	2.7	0.5	2	2.08
200	0.05	0.00238	177.7	1.60956	69000	3.8	0.5	2	2.1
200	0.085	0.0014	178.6	1.23481	31000	5.7	0.5	2	2.14
500	0.0005	0.59524	22.5	6.38508	630000	1.3	0.5	2	2.07
500	0.00085	0.35014	46.4	6.60848	270000	1.9	0.5	2	2.07
500	0.002	0.14881	98.2	5.81766	730000	1.2	0.5	2	2.06
500	0.005	0.05952	143.5	4.35612	420000	1.5	0.5	2	2.07
500	0.0085	0.03501	158.3	3.55885	140000	2.6	0.5	2	2.08
500	0.02	0.01488	170.8	2.49805	320000	1.8	0.5	2	2.07
500	0.05	0.00595	176.3	1.64019	160000	2.5	0.5	2	2.08
500	0.085	0.0035	177.8	1.23106	94000	3.3	0.5	2	2.09
500	0.2	0.00149	179.1	0.63956	31000	5.7	0.5	2	2.14
1000	0.00085	0.70028	23.3	5.21336	350000	1.7	0.5	2	2.07
1000	0.002	0.29762	73.2	5.34947	1100000	1	0.5	2	2.06
1000	0.005	0.11905	128.6	4.361	680000	1.2	0.5	2	2.07
1000	0.0085	0.07003	149.2	3.62273	230000	2.1	0.5	2	2.07
1000	0.02	0.02976	166.9	2.54816	530000	1.4	0.5	2	2.07
1000	0.05	0.0119	174.8	1.6484	260000	2	0.5	2	2.07
1000	0.085	0.007	176.9	1.22154	150000	2.6	0.5	2	2.08
1000	0.2	0.00298	178.7	0.61723	59000	4.1	0.5	2	2.1
1000	0.30000001	0.00198	179.1	0.34662	22000	6.8	0.5	2	2.17
1000	0.40000001	0.00149	179.4	0.17328	8100	11.1	0.5	3.33	3.55
1000	0.5	0.00119	179.5	0.07199	1600	25.4	0.5	4.67	5.34
2000	0.002	0.59524	43.4	4.20147	1200000	0.9	0.5	2	2.06
2000	0.005	0.2381	107.6	4.022	1100000	1	0.5	2	2.06
2000	0.0085	0.14006	135.9	3.50253	390000	1.6	0.5	2	2.07
2000	0.02	0.05952	161.3	2.53545	890000	1.1	0.5	2	2.06
2000	0.05	0.02381	172.6	1.63792	440000	1.5	0.5	2	2.07
2000	0.085	0.01401	175.7	1.20375	250000	2	0.5	2	2.07
2000	0.2	0.00595	178.2	0.59473	96000	3.2	0.5	2	2.09
2000	0.30000001	0.00397	178.8	0.32825	35000	5.4	0.5	2	2.13
2000	0.40000001	0.00298	179.1	0.16137	13000	8.8	0.5	3.33	3.48
2000	0.5	0.00238	179.3	0.06593	4300	15.3	0.5	4.67	4.94
2000	0.60000002	0.00198	179.4	0.02066	1100	29.6	0.5	6	6.71
2000	0.69999999	0.0017	179.5	0.00432	120	90.9	0.5	7.33	11.69
5000	0.005	0.59524	64.4	2.88864	1200000	0.9	0.5	2	2.06
5000	0.0085	0.35014	107.2	2.86844	490000	1.4	0.5	2	2.07
5000	0.02	0.14881	149.4	2.34321	1200000	0.9	0.5	2	2.06
5000	0.05	0.05952	168.1	1.57333	640000	1.2	0.5	2	2.07
5000	0.085	0.03501	173.1	1.1579	360000	1.7	0.5	2	2.07
5000	0.2	0.01488	177.1	0.56231	140000	2.7	0.5	2	2.08
5000	0.30000001	0.00992	178.1	0.30476	49000	4.5	0.5	2	2.11
5000	0.40000001	0.00744	178.5	0.14702	18000	7.5	0.5	3.33	3.45
5000	0.5	0.00595	178.8	0.05889	5800	13.1	0.5	4.67	4.87
5000	0.60000002	0.00496	179	0.01807	1500	25.6	0.5	6	6.54
5000	0.69999999	0.00425	179.2	0.00369	280	59.6	0.5	7.33	9.46
5000	0.80000001	0.00372	179.3	0.00037	28	189.5	0.5	8.67	20.84
10000	0.0085	0.70028	66.2	2.05583	310000	1.8	0.5	2	2.07
10000	0.02	0.29762	133.8	1.97413	890000	1.1	0.5	2	2.06
10000	0.05	0.11905	162.7	1.4535	510000	1.4	0.5	2	2.07
10000	0.085	0.07003	170	1.09094	290000	1.8	0.5	2	2.07
10000	0.2	0.02976	175.8	0.53211	110000	3	0.5	2	2.08
10000	0.30000001	0.01984	177.2	0.28606	40000	5	0.5	2	2.12
10000	0.40000001	0.01488	177.9	0.13647	14000	8.3	0.5	3.33	3.47
10000	0.5	0.0119	178.4	0.05401	4600	14.7	0.5	4.67	4.92
10000	0.60000002	0.00992	178.6	0.01635	1200	29	0.5	6	6.68
10000	0.69999999	0.0085	178.8	0.00329	220	68	0.5	7.33	10.01
10000	0.80000001	0.00744	179	0.00032	21	218.4	0.5	8.67	23.5
20000	0.02	0.59524	103.1	1.39715	490000	1.4	0.5	2	2.07
20000	0.05	0.2381	153.9	1.22747	360000	1.7	0.5	2	2.07
20000	0.085	0.14006	165.4	0.97191	220000	2.1	0.5	2	2.07
20000	0.2	0.05952	174	0.49099	87000	3.4	0.5	2	2.09
20000	0.30000001	0.03968	176.1	0.26414	31000	5.7	0.5	2	2.14
20000	0.40000001	0.02976	177.1	0.12529	11000	9.6	0.5	3.33	3.5
20000	0.5	0.02381	177.7	0.04916	3500	17	0.5	4.67	4.99
20000	0.60000002	0.01984	178.1	0.01472	890	33.5	0.5	6	6.89
20000	0.69999999	0.01701	178.3	0.00292	160	79.2	0.5	7.33	10.8
20000	0.80000001	0.01488	178.5	0.00028	15	256.6	0.5	8.67	27.09
50000	0.05	0.59524	126.7	0.73726	170000	2.5	0.5	2	2.08
50000	0.085	0.35014	153.8	0.68383	120000	2.9	0.5	2	2.08
50000	0.2	0.14881	170.1	0.40284	51000	4.4	0.5	2	2.11
50000	0.30000001	0.09921	173.6	0.22366	18000	7.4	0.5	2	2.19
50000	0.40000001	0.0744	175.2	0.10701	6600	12.3	0.5	3.33	3.59
50000	0.5	0.05952	176.2	0.04193	2100	21.9	0.5	4.67	5.18
50000	0.60000002	0.0496	176.9	0.01247	530	43.4	0.5	6	7.42
50000	0.69999999	0.04252	177.3	0.00245	94	103.1	0.5	7.33	12.66
50000	0.80000001	0.0372	177.7	0.00023	8.8	336.7	0.5	8.67	34.77
100000	0.085	0.70028	128.2	0.3892	34000	5.4	0.5	2	2.13
100000	0.2	0.29762	164.7	0.29312	17000	7.7	0.5	2	2.2
100000	0.30000001	0.19841	170.4	0.17639	6700	12.2	0.5	2	2.4
100000	0.40000001	0.14881	173	0.08742	2500	20.1	0.5	3.33	3.92
100000	0.5	0.11905	174.5	0.03483	790	35.5	0.5	4.67	5.88
100000	0.60000002	0.09921	175.5	0.01044	200	70.2	0.5	6	9.25
100000	0.69999999	0.08503	176.1	0.00205	36	166.7	0.5	7.33	18.22
200000	0.2	0.59524	151.8	0.14806	5000	14.2	0.5	2	2.5
200000	0.30000001	0.39683	164.4	0.10847	2300	20.8	0.5	2	2.93
200000	0.40000001	0.29762	169.1	0.05955	940	32.7	0.5	3.33	4.69
200000	0.5	0.2381	171.6	0.02513	320	56.2	0.5	4.67	7.32
200000	0.60000002	0.19841	173.2	0.0078	84	109.4	0.5	6	12.49
200000	0.69999999	0.17007	174.3	0.00157	15	257.3	0.5	7.33	26.76
500000	0.40000001	0.74405	152	0.01488	180	73.8	0.5	3.33	8.11
500000	0.5	0.59524	162	0.0082	77	114.2	0.5	4.67	12.35
500000	0.60000002	0.49603	166.5	0.00312	23	208.5	0.5	6	21.71
500000	0.69999999	0.42517	169.1	0.00072	4.6	467.9	0.5	7.33	47.36
